"","country","ISO","item","model"
"6978","Gabon","GAB","Copra Cake","fabio"
"6979","Gabon","GAB","Sesameseed Cake","fabio"
"6980","Gabon","GAB","Oilseed Cakes, Other","fabio"
"6981","Gabon","GAB","Wine","fabio"
"6982","Gabon","GAB","Beer","fabio"
"6983","Gabon","GAB","Beverages, Fermented","fabio"
"6984","Gabon","GAB","Beverages, Alcoholic","fabio"
"6985","Gabon","GAB","Alcohol, Non-Food","fabio"
"6986","Gabon","GAB","Cotton lint","fabio"
"6987","Gabon","GAB","Cattle","fabio"
"6988","Gabon","GAB","Buffaloes","fabio"
"6989","Gabon","GAB","Sheep","fabio"
"6990","Gabon","GAB","Goats","fabio"
"6991","Gabon","GAB","Pigs","fabio"
"6992","Gabon","GAB","Poultry Birds","fabio"
"6993","Gabon","GAB","Horses","fabio"
"6994","Gabon","GAB","Asses","fabio"
"6995","Gabon","GAB","Mules","fabio"
"6996","Gabon","GAB","Camels","fabio"
"6997","Gabon","GAB","Camelids, other","fabio"
"6998","Gabon","GAB","Rabbits and hares","fabio"
"6999","Gabon","GAB","Rodents, other","fabio"
"7000","Gabon","GAB","Live animals, other","fabio"
"7001","Gabon","GAB","Milk - Excluding Butter","fabio"
"7002","Gabon","GAB","Butter, Ghee","fabio"
"7003","Gabon","GAB","Eggs","fabio"
"7004","Gabon","GAB","Wool (Clean Eq.)","fabio"
"7005","Gabon","GAB","Bovine Meat","fabio"
"7006","Gabon","GAB","Mutton & Goat Meat","fabio"
"7007","Gabon","GAB","Pigmeat","fabio"
"7008","Gabon","GAB","Poultry Meat","fabio"
"7009","Gabon","GAB","Meat, Other","fabio"
"7010","Gabon","GAB","Offals, Edible","fabio"
"7011","Gabon","GAB","Fats, Animals, Raw","fabio"
"7012","Gabon","GAB","Hides and skins","fabio"
"7013","Gabon","GAB","Meat Meal","fabio"
"7014","Gabon","GAB","Pet food","fabio"
"7015","Gabon","GAB","Honey","fabio"
"7016","Gabon","GAB","Silk","fabio"
"7017","Gabon","GAB","Fish, Seafood","fabio"
"7018","Gabon","GAB","Wood fuel","fabio"
"7019","Gabon","GAB","Industrial roundwood, coniferous","fabio"
"7020","Gabon","GAB","Industrial roundwood, non-coniferous","fabio"
"7021","Gambia","GMB","Rice (Milled Equivalent)","fabio"
"7022","Gambia","GMB","Wheat and products","fabio"
"7023","Gambia","GMB","Barley and products","fabio"
"7024","Gambia","GMB","Maize and products","fabio"
"7025","Gambia","GMB","Rye and products","fabio"
"7026","Gambia","GMB","Oats","fabio"
"7027","Gambia","GMB","Millet and products","fabio"
"7028","Gambia","GMB","Sorghum and products","fabio"
"7029","Gambia","GMB","Cereals, Other","fabio"
"7030","Gambia","GMB","Potatoes and products","fabio"
"7031","Gambia","GMB","Cassava and products","fabio"
"7032","Gambia","GMB","Sweet potatoes","fabio"
"7033","Gambia","GMB","Roots, Other","fabio"
"7034","Gambia","GMB","Yams","fabio"
"7035","Gambia","GMB","Sugar cane","fabio"
"7036","Gambia","GMB","Sugar beet","fabio"
"7037","Gambia","GMB","Beans","fabio"
"7038","Gambia","GMB","Peas","fabio"
"7039","Gambia","GMB","Pulses, Other and products","fabio"
"7040","Gambia","GMB","Nuts and products","fabio"
"7041","Gambia","GMB","Soyabeans","fabio"
"7042","Gambia","GMB","Groundnuts (Shelled Eq)","fabio"
"7043","Gambia","GMB","Sunflower seed","fabio"
"7044","Gambia","GMB","Rape and Mustardseed","fabio"
"7045","Gambia","GMB","Seed cotton","fabio"
"7046","Gambia","GMB","Coconuts - Incl Copra","fabio"
"7047","Gambia","GMB","Sesame seed","fabio"
"7048","Gambia","GMB","Oil, palm fruit","fabio"
"7049","Gambia","GMB","Olives (including preserved)","fabio"
"7050","Gambia","GMB","Oilcrops, Other","fabio"
"7051","Gambia","GMB","Tomatoes and products","fabio"
"7052","Gambia","GMB","Onions","fabio"
"7053","Gambia","GMB","Vegetables, Other","fabio"
"7054","Gambia","GMB","Oranges, Mandarines","fabio"
"7055","Gambia","GMB","Lemons, Limes and products","fabio"
"7056","Gambia","GMB","Grapefruit and products","fabio"
"7057","Gambia","GMB","Citrus, Other","fabio"
"7058","Gambia","GMB","Bananas","fabio"
"7059","Gambia","GMB","Plantains","fabio"
"7060","Gambia","GMB","Apples and products","fabio"
"7061","Gambia","GMB","Pineapples and products","fabio"
"7062","Gambia","GMB","Dates","fabio"
"7063","Gambia","GMB","Grapes and products (excl wine)","fabio"
"7064","Gambia","GMB","Fruits, Other","fabio"
"7065","Gambia","GMB","Coffee and products","fabio"
"7066","Gambia","GMB","Cocoa Beans and products","fabio"
"7067","Gambia","GMB","Tea (including mate)","fabio"
"7068","Gambia","GMB","Hops","fabio"
"7069","Gambia","GMB","Pepper","fabio"
"7070","Gambia","GMB","Pimento","fabio"
"7071","Gambia","GMB","Cloves","fabio"
"7072","Gambia","GMB","Spices, Other","fabio"
"7073","Gambia","GMB","Jute","fabio"
"7074","Gambia","GMB","Jute-Like Fibres","fabio"
"7075","Gambia","GMB","Soft-Fibres, Other","fabio"
"7076","Gambia","GMB","Sisal","fabio"
"7077","Gambia","GMB","Abaca","fabio"
"7078","Gambia","GMB","Hard Fibres, Other","fabio"
"7079","Gambia","GMB","Tobacco","fabio"
"7080","Gambia","GMB","Rubber","fabio"
"7081","Gambia","GMB","Fodder crops","fabio"
"7082","Gambia","GMB","Grazing","fabio"
"7083","Gambia","GMB","Cottonseed","fabio"
"7084","Gambia","GMB","Palm kernels","fabio"
"7085","Gambia","GMB","Sugar non-centrifugal","fabio"
"7086","Gambia","GMB","Molasses","fabio"
"7087","Gambia","GMB","Sugar, Refined Equiv","fabio"
"7088","Gambia","GMB","Sweeteners, Other","fabio"
"7089","Gambia","GMB","Soyabean Oil","fabio"
"7090","Gambia","GMB","Groundnut Oil","fabio"
"7091","Gambia","GMB","Sunflowerseed Oil","fabio"
"7092","Gambia","GMB","Rape and Mustard Oil","fabio"
"7093","Gambia","GMB","Cottonseed Oil","fabio"
"7094","Gambia","GMB","Palmkernel Oil","fabio"
"7095","Gambia","GMB","Palm Oil","fabio"
"7096","Gambia","GMB","Coconut Oil","fabio"
"7097","Gambia","GMB","Sesameseed Oil","fabio"
"7098","Gambia","GMB","Olive Oil","fabio"
"7099","Gambia","GMB","Ricebran Oil","fabio"
"7100","Gambia","GMB","Maize Germ Oil","fabio"
"7101","Gambia","GMB","Oilcrops Oil, Other","fabio"
"7102","Gambia","GMB","Soyabean Cake","fabio"
"7103","Gambia","GMB","Groundnut Cake","fabio"
"7104","Gambia","GMB","Sunflowerseed Cake","fabio"
"7105","Gambia","GMB","Rape and Mustard Cake","fabio"
"7106","Gambia","GMB","Cottonseed Cake","fabio"
"7107","Gambia","GMB","Palmkernel Cake","fabio"
"7108","Gambia","GMB","Copra Cake","fabio"
"7109","Gambia","GMB","Sesameseed Cake","fabio"
"7110","Gambia","GMB","Oilseed Cakes, Other","fabio"
"7111","Gambia","GMB","Wine","fabio"
"7112","Gambia","GMB","Beer","fabio"
"7113","Gambia","GMB","Beverages, Fermented","fabio"
"7114","Gambia","GMB","Beverages, Alcoholic","fabio"
"7115","Gambia","GMB","Alcohol, Non-Food","fabio"
"7116","Gambia","GMB","Cotton lint","fabio"
"7117","Gambia","GMB","Cattle","fabio"
"7118","Gambia","GMB","Buffaloes","fabio"
"7119","Gambia","GMB","Sheep","fabio"
"7120","Gambia","GMB","Goats","fabio"
"7121","Gambia","GMB","Pigs","fabio"
"7122","Gambia","GMB","Poultry Birds","fabio"
"7123","Gambia","GMB","Horses","fabio"
"7124","Gambia","GMB","Asses","fabio"
"7125","Gambia","GMB","Mules","fabio"
"7126","Gambia","GMB","Camels","fabio"
"7127","Gambia","GMB","Camelids, other","fabio"
"7128","Gambia","GMB","Rabbits and hares","fabio"
"7129","Gambia","GMB","Rodents, other","fabio"
"7130","Gambia","GMB","Live animals, other","fabio"
"7131","Gambia","GMB","Milk - Excluding Butter","fabio"
"7132","Gambia","GMB","Butter, Ghee","fabio"
"7133","Gambia","GMB","Eggs","fabio"
"7134","Gambia","GMB","Wool (Clean Eq.)","fabio"
"7135","Gambia","GMB","Bovine Meat","fabio"
"7136","Gambia","GMB","Mutton & Goat Meat","fabio"
"7137","Gambia","GMB","Pigmeat","fabio"
"7138","Gambia","GMB","Poultry Meat","fabio"
"7139","Gambia","GMB","Meat, Other","fabio"
"7140","Gambia","GMB","Offals, Edible","fabio"
"7141","Gambia","GMB","Fats, Animals, Raw","fabio"
"7142","Gambia","GMB","Hides and skins","fabio"
"7143","Gambia","GMB","Meat Meal","fabio"
"7144","Gambia","GMB","Pet food","fabio"
"7145","Gambia","GMB","Honey","fabio"
"7146","Gambia","GMB","Silk","fabio"
"7147","Gambia","GMB","Fish, Seafood","fabio"
"7148","Gambia","GMB","Wood fuel","fabio"
"7149","Gambia","GMB","Industrial roundwood, coniferous","fabio"
"7150","Gambia","GMB","Industrial roundwood, non-coniferous","fabio"
"7151","Germany","DEU","Rice (Milled Equivalent)","fabio"
"7152","Germany","DEU","Wheat and products","fabio"
"7153","Germany","DEU","Barley and products","fabio"
"7154","Germany","DEU","Maize and products","fabio"
"7155","Germany","DEU","Rye and products","fabio"
"7156","Germany","DEU","Oats","fabio"
"7157","Germany","DEU","Millet and products","fabio"
"7158","Germany","DEU","Sorghum and products","fabio"
"7159","Germany","DEU","Cereals, Other","fabio"
"7160","Germany","DEU","Potatoes and products","fabio"
"7161","Germany","DEU","Cassava and products","fabio"
"7162","Germany","DEU","Sweet potatoes","fabio"
"7163","Germany","DEU","Roots, Other","fabio"
"7164","Germany","DEU","Yams","fabio"
"7165","Germany","DEU","Sugar cane","fabio"
"7166","Germany","DEU","Sugar beet","fabio"
"7167","Germany","DEU","Beans","fabio"
"7168","Germany","DEU","Peas","fabio"
"7169","Germany","DEU","Pulses, Other and products","fabio"
"7170","Germany","DEU","Nuts and products","fabio"
"7171","Germany","DEU","Soyabeans","fabio"
"7172","Germany","DEU","Groundnuts (Shelled Eq)","fabio"
"7173","Germany","DEU","Sunflower seed","fabio"
"7174","Germany","DEU","Rape and Mustardseed","fabio"
"7175","Germany","DEU","Seed cotton","fabio"
"7176","Germany","DEU","Coconuts - Incl Copra","fabio"
"7177","Germany","DEU","Sesame seed","fabio"
"7178","Germany","DEU","Oil, palm fruit","fabio"
"7179","Germany","DEU","Olives (including preserved)","fabio"
"7180","Germany","DEU","Oilcrops, Other","fabio"
"7181","Germany","DEU","Tomatoes and products","fabio"
"7182","Germany","DEU","Onions","fabio"
"7183","Germany","DEU","Vegetables, Other","fabio"
"7184","Germany","DEU","Oranges, Mandarines","fabio"
"7185","Germany","DEU","Lemons, Limes and products","fabio"
"7186","Germany","DEU","Grapefruit and products","fabio"
"7187","Germany","DEU","Citrus, Other","fabio"
"7188","Germany","DEU","Bananas","fabio"
"7189","Germany","DEU","Plantains","fabio"
"7190","Germany","DEU","Apples and products","fabio"
"7191","Germany","DEU","Pineapples and products","fabio"
"7192","Germany","DEU","Dates","fabio"
"7193","Germany","DEU","Grapes and products (excl wine)","fabio"
"7194","Germany","DEU","Fruits, Other","fabio"
"7195","Germany","DEU","Coffee and products","fabio"
"7196","Germany","DEU","Cocoa Beans and products","fabio"
"7197","Germany","DEU","Tea (including mate)","fabio"
"7198","Germany","DEU","Hops","fabio"
"7199","Germany","DEU","Pepper","fabio"
"7200","Germany","DEU","Pimento","fabio"
"7201","Germany","DEU","Cloves","fabio"
"7202","Germany","DEU","Spices, Other","fabio"
"7203","Germany","DEU","Jute","fabio"
"7204","Germany","DEU","Jute-Like Fibres","fabio"
"7205","Germany","DEU","Soft-Fibres, Other","fabio"
"7206","Germany","DEU","Sisal","fabio"
"7207","Germany","DEU","Abaca","fabio"
"7208","Germany","DEU","Hard Fibres, Other","fabio"
"7209","Germany","DEU","Tobacco","fabio"
"7210","Germany","DEU","Rubber","fabio"
"7211","Germany","DEU","Fodder crops","fabio"
"7212","Germany","DEU","Grazing","fabio"
"7213","Germany","DEU","Cottonseed","fabio"
"7214","Germany","DEU","Palm kernels","fabio"
"7215","Germany","DEU","Sugar non-centrifugal","fabio"
"7216","Germany","DEU","Molasses","fabio"
"7217","Germany","DEU","Sugar, Refined Equiv","fabio"
"7218","Germany","DEU","Sweeteners, Other","fabio"
"7219","Germany","DEU","Soyabean Oil","fabio"
"7220","Germany","DEU","Groundnut Oil","fabio"
"7221","Germany","DEU","Sunflowerseed Oil","fabio"
"7222","Germany","DEU","Rape and Mustard Oil","fabio"
"7223","Germany","DEU","Cottonseed Oil","fabio"
"7224","Germany","DEU","Palmkernel Oil","fabio"
"7225","Germany","DEU","Palm Oil","fabio"
"7226","Germany","DEU","Coconut Oil","fabio"
"7227","Germany","DEU","Sesameseed Oil","fabio"
"7228","Germany","DEU","Olive Oil","fabio"
"7229","Germany","DEU","Ricebran Oil","fabio"
"7230","Germany","DEU","Maize Germ Oil","fabio"
"7231","Germany","DEU","Oilcrops Oil, Other","fabio"
"7232","Germany","DEU","Soyabean Cake","fabio"
"7233","Germany","DEU","Groundnut Cake","fabio"
"7234","Germany","DEU","Sunflowerseed Cake","fabio"
"7235","Germany","DEU","Rape and Mustard Cake","fabio"
"7236","Germany","DEU","Cottonseed Cake","fabio"
"7237","Germany","DEU","Palmkernel Cake","fabio"
"7238","Germany","DEU","Copra Cake","fabio"
"7239","Germany","DEU","Sesameseed Cake","fabio"
"7240","Germany","DEU","Oilseed Cakes, Other","fabio"
"7241","Germany","DEU","Wine","fabio"
"7242","Germany","DEU","Beer","fabio"
"7243","Germany","DEU","Beverages, Fermented","fabio"
"7244","Germany","DEU","Beverages, Alcoholic","fabio"
"7245","Germany","DEU","Alcohol, Non-Food","fabio"
"7246","Germany","DEU","Cotton lint","fabio"
"7247","Germany","DEU","Cattle","fabio"
"7248","Germany","DEU","Buffaloes","fabio"
"7249","Germany","DEU","Sheep","fabio"
"7250","Germany","DEU","Goats","fabio"
"7251","Germany","DEU","Pigs","fabio"
"7252","Germany","DEU","Poultry Birds","fabio"
"7253","Germany","DEU","Horses","fabio"
"7254","Germany","DEU","Asses","fabio"
"7255","Germany","DEU","Mules","fabio"
"7256","Germany","DEU","Camels","fabio"
"7257","Germany","DEU","Camelids, other","fabio"
"7258","Germany","DEU","Rabbits and hares","fabio"
"7259","Germany","DEU","Rodents, other","fabio"
"7260","Germany","DEU","Live animals, other","fabio"
"7261","Germany","DEU","Milk - Excluding Butter","fabio"
"7262","Germany","DEU","Butter, Ghee","fabio"
"7263","Germany","DEU","Eggs","fabio"
"7264","Germany","DEU","Wool (Clean Eq.)","fabio"
"7265","Germany","DEU","Bovine Meat","fabio"
"7266","Germany","DEU","Mutton & Goat Meat","fabio"
"7267","Germany","DEU","Pigmeat","fabio"
"7268","Germany","DEU","Poultry Meat","fabio"
"7269","Germany","DEU","Meat, Other","fabio"
"7270","Germany","DEU","Offals, Edible","fabio"
"7271","Germany","DEU","Fats, Animals, Raw","fabio"
"7272","Germany","DEU","Hides and skins","fabio"
"7273","Germany","DEU","Meat Meal","fabio"
"7274","Germany","DEU","Pet food","fabio"
"7275","Germany","DEU","Honey","fabio"
"7276","Germany","DEU","Silk","fabio"
"7277","Germany","DEU","Fish, Seafood","fabio"
"7278","Germany","DEU","Wood fuel","fabio"
"7279","Germany","DEU","Industrial roundwood, coniferous","fabio"
"7280","Germany","DEU","Industrial roundwood, non-coniferous","fabio"
"7281","Bosnia and Herzegovina","BIH","Rice (Milled Equivalent)","fabio"
"7282","Bosnia and Herzegovina","BIH","Wheat and products","fabio"
"7283","Bosnia and Herzegovina","BIH","Barley and products","fabio"
"7284","Bosnia and Herzegovina","BIH","Maize and products","fabio"
"7285","Bosnia and Herzegovina","BIH","Rye and products","fabio"
"7286","Bosnia and Herzegovina","BIH","Oats","fabio"
"7287","Bosnia and Herzegovina","BIH","Millet and products","fabio"
"7288","Bosnia and Herzegovina","BIH","Sorghum and products","fabio"
"7289","Bosnia and Herzegovina","BIH","Cereals, Other","fabio"
"7290","Bosnia and Herzegovina","BIH","Potatoes and products","fabio"
"7291","Bosnia and Herzegovina","BIH","Cassava and products","fabio"
"7292","Bosnia and Herzegovina","BIH","Sweet potatoes","fabio"
"7293","Bosnia and Herzegovina","BIH","Roots, Other","fabio"
"7294","Bosnia and Herzegovina","BIH","Yams","fabio"
"7295","Bosnia and Herzegovina","BIH","Sugar cane","fabio"
"7296","Bosnia and Herzegovina","BIH","Sugar beet","fabio"
"7297","Bosnia and Herzegovina","BIH","Beans","fabio"
"7298","Bosnia and Herzegovina","BIH","Peas","fabio"
"7299","Bosnia and Herzegovina","BIH","Pulses, Other and products","fabio"
"7300","Bosnia and Herzegovina","BIH","Nuts and products","fabio"
"7301","Bosnia and Herzegovina","BIH","Soyabeans","fabio"
"7302","Bosnia and Herzegovina","BIH","Groundnuts (Shelled Eq)","fabio"
"7303","Bosnia and Herzegovina","BIH","Sunflower seed","fabio"
"7304","Bosnia and Herzegovina","BIH","Rape and Mustardseed","fabio"
"7305","Bosnia and Herzegovina","BIH","Seed cotton","fabio"
"7306","Bosnia and Herzegovina","BIH","Coconuts - Incl Copra","fabio"
"7307","Bosnia and Herzegovina","BIH","Sesame seed","fabio"
"7308","Bosnia and Herzegovina","BIH","Oil, palm fruit","fabio"
"7309","Bosnia and Herzegovina","BIH","Olives (including preserved)","fabio"
"7310","Bosnia and Herzegovina","BIH","Oilcrops, Other","fabio"
"7311","Bosnia and Herzegovina","BIH","Tomatoes and products","fabio"
"7312","Bosnia and Herzegovina","BIH","Onions","fabio"
"7313","Bosnia and Herzegovina","BIH","Vegetables, Other","fabio"
"7314","Bosnia and Herzegovina","BIH","Oranges, Mandarines","fabio"
"7315","Bosnia and Herzegovina","BIH","Lemons, Limes and products","fabio"
"7316","Bosnia and Herzegovina","BIH","Grapefruit and products","fabio"
"7317","Bosnia and Herzegovina","BIH","Citrus, Other","fabio"
"7318","Bosnia and Herzegovina","BIH","Bananas","fabio"
"7319","Bosnia and Herzegovina","BIH","Plantains","fabio"
"7320","Bosnia and Herzegovina","BIH","Apples and products","fabio"
"7321","Bosnia and Herzegovina","BIH","Pineapples and products","fabio"
"7322","Bosnia and Herzegovina","BIH","Dates","fabio"
"7323","Bosnia and Herzegovina","BIH","Grapes and products (excl wine)","fabio"
"7324","Bosnia and Herzegovina","BIH","Fruits, Other","fabio"
"7325","Bosnia and Herzegovina","BIH","Coffee and products","fabio"
"7326","Bosnia and Herzegovina","BIH","Cocoa Beans and products","fabio"
"7327","Bosnia and Herzegovina","BIH","Tea (including mate)","fabio"
"7328","Bosnia and Herzegovina","BIH","Hops","fabio"
"7329","Bosnia and Herzegovina","BIH","Pepper","fabio"
"7330","Bosnia and Herzegovina","BIH","Pimento","fabio"
"7331","Bosnia and Herzegovina","BIH","Cloves","fabio"
"7332","Bosnia and Herzegovina","BIH","Spices, Other","fabio"
"7333","Bosnia and Herzegovina","BIH","Jute","fabio"
"7334","Bosnia and Herzegovina","BIH","Jute-Like Fibres","fabio"
"7335","Bosnia and Herzegovina","BIH","Soft-Fibres, Other","fabio"
"7336","Bosnia and Herzegovina","BIH","Sisal","fabio"
"7337","Bosnia and Herzegovina","BIH","Abaca","fabio"
"7338","Bosnia and Herzegovina","BIH","Hard Fibres, Other","fabio"
"7339","Bosnia and Herzegovina","BIH","Tobacco","fabio"
"7340","Bosnia and Herzegovina","BIH","Rubber","fabio"
"7341","Bosnia and Herzegovina","BIH","Fodder crops","fabio"
"7342","Bosnia and Herzegovina","BIH","Grazing","fabio"
"7343","Bosnia and Herzegovina","BIH","Cottonseed","fabio"
"7344","Bosnia and Herzegovina","BIH","Palm kernels","fabio"
"7345","Bosnia and Herzegovina","BIH","Sugar non-centrifugal","fabio"
"7346","Bosnia and Herzegovina","BIH","Molasses","fabio"
"7347","Bosnia and Herzegovina","BIH","Sugar, Refined Equiv","fabio"
"7348","Bosnia and Herzegovina","BIH","Sweeteners, Other","fabio"
"7349","Bosnia and Herzegovina","BIH","Soyabean Oil","fabio"
"7350","Bosnia and Herzegovina","BIH","Groundnut Oil","fabio"
"7351","Bosnia and Herzegovina","BIH","Sunflowerseed Oil","fabio"
"7352","Bosnia and Herzegovina","BIH","Rape and Mustard Oil","fabio"
"7353","Bosnia and Herzegovina","BIH","Cottonseed Oil","fabio"
"7354","Bosnia and Herzegovina","BIH","Palmkernel Oil","fabio"
"7355","Bosnia and Herzegovina","BIH","Palm Oil","fabio"
"7356","Bosnia and Herzegovina","BIH","Coconut Oil","fabio"
"7357","Bosnia and Herzegovina","BIH","Sesameseed Oil","fabio"
"7358","Bosnia and Herzegovina","BIH","Olive Oil","fabio"
"7359","Bosnia and Herzegovina","BIH","Ricebran Oil","fabio"
"7360","Bosnia and Herzegovina","BIH","Maize Germ Oil","fabio"
"7361","Bosnia and Herzegovina","BIH","Oilcrops Oil, Other","fabio"
"7362","Bosnia and Herzegovina","BIH","Soyabean Cake","fabio"
"7363","Bosnia and Herzegovina","BIH","Groundnut Cake","fabio"
"7364","Bosnia and Herzegovina","BIH","Sunflowerseed Cake","fabio"
"7365","Bosnia and Herzegovina","BIH","Rape and Mustard Cake","fabio"
"7366","Bosnia and Herzegovina","BIH","Cottonseed Cake","fabio"
"7367","Bosnia and Herzegovina","BIH","Palmkernel Cake","fabio"
"7368","Bosnia and Herzegovina","BIH","Copra Cake","fabio"
"7369","Bosnia and Herzegovina","BIH","Sesameseed Cake","fabio"
"7370","Bosnia and Herzegovina","BIH","Oilseed Cakes, Other","fabio"
"7371","Bosnia and Herzegovina","BIH","Wine","fabio"
"7372","Bosnia and Herzegovina","BIH","Beer","fabio"
"7373","Bosnia and Herzegovina","BIH","Beverages, Fermented","fabio"
"7374","Bosnia and Herzegovina","BIH","Beverages, Alcoholic","fabio"
"7375","Bosnia and Herzegovina","BIH","Alcohol, Non-Food","fabio"
"7376","Bosnia and Herzegovina","BIH","Cotton lint","fabio"
"7377","Bosnia and Herzegovina","BIH","Cattle","fabio"
"7378","Bosnia and Herzegovina","BIH","Buffaloes","fabio"
"7379","Bosnia and Herzegovina","BIH","Sheep","fabio"
"7380","Bosnia and Herzegovina","BIH","Goats","fabio"
"7381","Bosnia and Herzegovina","BIH","Pigs","fabio"
"7382","Bosnia and Herzegovina","BIH","Poultry Birds","fabio"
"7383","Bosnia and Herzegovina","BIH","Horses","fabio"
"7384","Bosnia and Herzegovina","BIH","Asses","fabio"
"7385","Bosnia and Herzegovina","BIH","Mules","fabio"
"7386","Bosnia and Herzegovina","BIH","Camels","fabio"
"7387","Bosnia and Herzegovina","BIH","Camelids, other","fabio"
"7388","Bosnia and Herzegovina","BIH","Rabbits and hares","fabio"
"7389","Bosnia and Herzegovina","BIH","Rodents, other","fabio"
"7390","Bosnia and Herzegovina","BIH","Live animals, other","fabio"
"7391","Bosnia and Herzegovina","BIH","Milk - Excluding Butter","fabio"
"7392","Bosnia and Herzegovina","BIH","Butter, Ghee","fabio"
"7393","Bosnia and Herzegovina","BIH","Eggs","fabio"
"7394","Bosnia and Herzegovina","BIH","Wool (Clean Eq.)","fabio"
"7395","Bosnia and Herzegovina","BIH","Bovine Meat","fabio"
"7396","Bosnia and Herzegovina","BIH","Mutton & Goat Meat","fabio"
"7397","Bosnia and Herzegovina","BIH","Pigmeat","fabio"
"7398","Bosnia and Herzegovina","BIH","Poultry Meat","fabio"
"7399","Bosnia and Herzegovina","BIH","Meat, Other","fabio"
"7400","Bosnia and Herzegovina","BIH","Offals, Edible","fabio"
"7401","Bosnia and Herzegovina","BIH","Fats, Animals, Raw","fabio"
"7402","Bosnia and Herzegovina","BIH","Hides and skins","fabio"
"7403","Bosnia and Herzegovina","BIH","Meat Meal","fabio"
"7404","Bosnia and Herzegovina","BIH","Pet food","fabio"
"7405","Bosnia and Herzegovina","BIH","Honey","fabio"
"7406","Bosnia and Herzegovina","BIH","Silk","fabio"
"7407","Bosnia and Herzegovina","BIH","Fish, Seafood","fabio"
"7408","Bosnia and Herzegovina","BIH","Wood fuel","fabio"
"7409","Bosnia and Herzegovina","BIH","Industrial roundwood, coniferous","fabio"
"7410","Bosnia and Herzegovina","BIH","Industrial roundwood, non-coniferous","fabio"
"7411","Ghana","GHA","Rice (Milled Equivalent)","fabio"
"7412","Ghana","GHA","Wheat and products","fabio"
"7413","Ghana","GHA","Barley and products","fabio"
"7414","Ghana","GHA","Maize and products","fabio"
"7415","Ghana","GHA","Rye and products","fabio"
"7416","Ghana","GHA","Oats","fabio"
"7417","Ghana","GHA","Millet and products","fabio"
"7418","Ghana","GHA","Sorghum and products","fabio"
"7419","Ghana","GHA","Cereals, Other","fabio"
"7420","Ghana","GHA","Potatoes and products","fabio"
"7421","Ghana","GHA","Cassava and products","fabio"
"7422","Ghana","GHA","Sweet potatoes","fabio"
"7423","Ghana","GHA","Roots, Other","fabio"
"7424","Ghana","GHA","Yams","fabio"
"7425","Ghana","GHA","Sugar cane","fabio"
"7426","Ghana","GHA","Sugar beet","fabio"
"7427","Ghana","GHA","Beans","fabio"
"7428","Ghana","GHA","Peas","fabio"
"7429","Ghana","GHA","Pulses, Other and products","fabio"
"7430","Ghana","GHA","Nuts and products","fabio"
"7431","Ghana","GHA","Soyabeans","fabio"
"7432","Ghana","GHA","Groundnuts (Shelled Eq)","fabio"
"7433","Ghana","GHA","Sunflower seed","fabio"
"7434","Ghana","GHA","Rape and Mustardseed","fabio"
"7435","Ghana","GHA","Seed cotton","fabio"
"7436","Ghana","GHA","Coconuts - Incl Copra","fabio"
"7437","Ghana","GHA","Sesame seed","fabio"
"7438","Ghana","GHA","Oil, palm fruit","fabio"
"7439","Ghana","GHA","Olives (including preserved)","fabio"
"7440","Ghana","GHA","Oilcrops, Other","fabio"
"7441","Ghana","GHA","Tomatoes and products","fabio"
"7442","Ghana","GHA","Onions","fabio"
"7443","Ghana","GHA","Vegetables, Other","fabio"
"7444","Ghana","GHA","Oranges, Mandarines","fabio"
"7445","Ghana","GHA","Lemons, Limes and products","fabio"
"7446","Ghana","GHA","Grapefruit and products","fabio"
"7447","Ghana","GHA","Citrus, Other","fabio"
"7448","Ghana","GHA","Bananas","fabio"
"7449","Ghana","GHA","Plantains","fabio"
"7450","Ghana","GHA","Apples and products","fabio"
"7451","Ghana","GHA","Pineapples and products","fabio"
"7452","Ghana","GHA","Dates","fabio"
"7453","Ghana","GHA","Grapes and products (excl wine)","fabio"
"7454","Ghana","GHA","Fruits, Other","fabio"
"7455","Ghana","GHA","Coffee and products","fabio"
"7456","Ghana","GHA","Cocoa Beans and products","fabio"
"7457","Ghana","GHA","Tea (including mate)","fabio"
"7458","Ghana","GHA","Hops","fabio"
"7459","Ghana","GHA","Pepper","fabio"
"7460","Ghana","GHA","Pimento","fabio"
"7461","Ghana","GHA","Cloves","fabio"
"7462","Ghana","GHA","Spices, Other","fabio"
"7463","Ghana","GHA","Jute","fabio"
"7464","Ghana","GHA","Jute-Like Fibres","fabio"
"7465","Ghana","GHA","Soft-Fibres, Other","fabio"
"7466","Ghana","GHA","Sisal","fabio"
"7467","Ghana","GHA","Abaca","fabio"
"7468","Ghana","GHA","Hard Fibres, Other","fabio"
"7469","Ghana","GHA","Tobacco","fabio"
"7470","Ghana","GHA","Rubber","fabio"
"7471","Ghana","GHA","Fodder crops","fabio"
"7472","Ghana","GHA","Grazing","fabio"
"7473","Ghana","GHA","Cottonseed","fabio"
"7474","Ghana","GHA","Palm kernels","fabio"
"7475","Ghana","GHA","Sugar non-centrifugal","fabio"
"7476","Ghana","GHA","Molasses","fabio"
"7477","Ghana","GHA","Sugar, Refined Equiv","fabio"
"7478","Ghana","GHA","Sweeteners, Other","fabio"
"7479","Ghana","GHA","Soyabean Oil","fabio"
"7480","Ghana","GHA","Groundnut Oil","fabio"
